age,income,employment_length,dti,utilization,delinquencies,history_length,tx_30d_count,refund_rate_30d,active_days_30d,channel,region,product,default
0.0,90000.0,3.0,18.01,0.5475951691503638,0,17,10,0.0,20,whole,NJ,moving,0
0.0,40000.0,10.0,5.04,0.15003472222222222,0,22,10,0.0,20,whole,HI,debt_consolidation,0
0.0,40000.0,3.0,21.15,0.6613483238953416,0,12,10,0.0,20,fractional,WI,other,0
0.0,30000.0,1.0,10.16,0.19673228346456692,0,11,10,0.0,20,whole,PA,debt_consolidation,0
0.0,57000.0,10.0,37.66,0.7549077163189621,0,10,10,0.0,20,whole,CA,credit_card,0
0.0,34000.0,6.0,6.46,0.09258907363420428,1,28,10,0.0,20,whole,KY,other,0
0.0,155000.0,10.0,13.12,0.06481367268341488,0,14,10,0.0,20,whole,MI,credit_card,0
0.0,110000.0,10.0,16.19,0.1776178958683866,1,13,10,0.0,20,whole,AZ,debt_consolidation,0
0.0,65000.0,10.0,36.48,0.2456336735054204,1,20,10,0.0,20,whole,NV,home_improvement,0
0.0,30000.0,3.0,18.91,0.5365706347768315,0,17,10,0.0,20,fractional,IL,credit_card,0
0.0,75000.0,10.0,10.45,0.580605076965993,0,22,10,0.0,20,whole,IL,debt_consolidation,0
0.0,91900.0,2.0,1.82,0.12420648754027236,0,18,10,0.0,20,whole,FL,other,0
0.0,122000.0,5.0,12.06,0.1656027293404094,0,28,10,0.0,20,whole,SC,debt_consolidation,0
0.0,88000.0,10.0,3.67,0.05535271146336302,0,34,10,0.0,20,whole,CO,credit_card,0
0.0,17000.0,6.0,33.98,0.3576753734366981,1,12,10,0.0,20,whole,FL,debt_consolidation,0
0.0,60000.0,10.0,38.46,0.5522201512991997,0,23,10,0.0,20,whole,TN,credit_card,0
0.0,60000.0,6.0,31.22,0.24798182845808495,0,15,10,0.0,20,whole,NV,credit_card,0
0.0,72000.0,3.0,20.33,0.9327120571709867,0,12,10,0.0,20,whole,NV,debt_consolidation,0
0.0,210000.0,10.0,9.53,0.2288648205535855,0,15,10,0.0,20,fractional,IL,medical,0
0.0,83000.0,1.0,18.44,0.0711190048166815,3,13,10,0.0,20,whole,CA,debt_consolidation,0
0.0,50000.0,10.0,15.6,0.25781861106765463,0,15,10,0.0,20,fractional,KY,credit_card,0
0.0,95000.0,1.0,16.12,0.17464932471375133,0,27,10,0.0,20,whole,NV,credit_card,0
0.0,100000.0,5.0,26.53,0.26704673860843525,0,16,10,0.0,20,whole,NJ,debt_consolidation,0
0.0,40280.0,6.0,7.27,0.03238524807641284,0,21,10,0.0,20,whole,TX,home_improvement,0
0.0,82000.0,10.0,17.31,1.0573481085212075,0,19,10,0.0,20,fractional,VA,credit_card,0
0.0,55000.0,7.0,14.42,0.08736015354698588,0,9,10,0.0,20,whole,PA,debt_consolidation,0
0.0,55000.0,1.0,13.68,0.6358645055023752,0,5,10,0.0,20,whole,NY,credit_card,0
0.0,33000.0,5.0,19.38,0.5223812562676634,0,5,10,0.0,20,whole,IL,debt_consolidation,0
0.0,60000.0,3.0,11.0,0.2560357142857143,0,20,10,0.0,20,whole,GA,debt_consolidation,0
0.0,48000.0,4.0,2.88,0.01690701481486513,0,16,10,0.0,20,whole,MO,house,0
0.0,106000.0,4.0,26.25,0.260460571123987,0,21,10,0.0,20,whole,CA,debt_consolidation,0
0.0,245000.0,3.0,24.9,0.6447141638059523,0,16,10,0.0,20,whole,TX,debt_consolidation,0
0.0,101000.0,9.0,20.92,0.20926444904756103,1,36,10,0.0,20,whole,AR,credit_card,0
0.0,80000.0,3.0,28.3,0.4550545416781502,0,14,10,0.0,20,whole,SC,debt_consolidation,0
